DATE,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1
2018-10-04,105.2578125,105.2578125,105.2734375,105.203125
2018-10-05,105.234375,105.2578125,105.2734375,105.1953125
2018-10-08,105.2578125,105.234375,105.2734375,105.203125
2018-10-09,105.234375,105.2578125,105.2734375,105.2265625
2018-10-10,105.328125,105.234375,105.3359375,105.203125
2018-10-11,105.3046875,105.3359375,105.3671875,105.2734375
2018-10-12,105.3125,105.3046875,105.359375,105.265625
2018-10-15,105.3046875,105.3046875,105.3359375,105.2890625
2018-10-16,105.2890625,105.296875,105.3125,105.2734375
2018-10-17,105.2421875,105.28125,105.3125,105.2265625
2018-10-18,105.2578125,105.234375,105.3046875,105.203125
2018-10-19,105.21875,105.2578125,105.28125,105.1953125
2018-10-22,105.21875,105.21875,105.2421875,105.203125
2018-10-23,105.28125,105.2109375,105.34375,105.2109375
2018-10-24,105.390625,105.28125,105.4140625,105.265625
2018-10-25,105.375,105.3984375,105.4140625,105.328125
2018-10-26,105.4453125,105.375,105.515625,105.375
2018-10-29,105.4375,105.453125,105.4765625,105.390625
2018-10-30,105.3671875,105.4375,105.4453125,105.359375
2018-10-31,105.328125,105.3671875,105.3671875,105.3046875
2018-11-01,105.375,105.3359375,105.3828125,105.3125
2018-11-02,105.25,105.3828125,105.390625,105.234375
2018-11-05,105.25,105.2578125,105.296875,105.25
2018-11-06,105.2109375,105.25,105.28125,105.203125
2018-11-07,105.15625,105.2109375,105.2578125,105.1484375
2018-11-08,105.15625,105.15625,105.203125,105.140625
2018-11-09,105.2421875,105.15625,105.2421875,105.15625
2018-11-12,105.296875,105.2421875,105.3203125,105.2265625
2018-11-13,105.3046875,105.3046875,105.3203125,105.265625
2018-11-14,105.3515625,105.3125,105.421875,105.28125
2018-11-15,105.3828125,105.359375,105.4453125,105.3359375
2018-11-16,105.4921875,105.3828125,105.5,105.359375
2018-11-19,105.515625,105.5,105.546875,105.4453125
2018-11-20,105.484375,105.53125,105.5390625,105.4765625
2018-11-21,105.46875,105.5,105.5,105.4375
2018-11-23,105.46875,105.4609375,105.5078125,105.453125
2018-11-26,105.4453125,105.4765625,105.484375,105.421875
2018-11-27,105.4375,105.453125,105.4765625,105.421875
2018-11-28,105.484375,105.4375,105.515625,105.4140625
2018-11-29,105.46875,105.484375,105.5546875,105.4609375
2018-11-30,105.5,105.46875,105.5,105.4375
2018-12-03,105.4453125,105.453125,105.46875,105.40625
2018-12-04,105.4765625,105.453125,105.4921875,105.4140625
