DATE,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1
2017-01-03,124.109375,124.125,124.234375,123.578125
2017-01-04,124.203125,124.140625,124.28125,123.859375
2017-01-05,124.96875,124.203125,125.03125,124.109375
2017-01-06,124.375,124.953125,125.328125,124.3125
2017-01-09,124.84375,124.390625,124.859375,124.234375
2017-01-10,124.765625,124.828125,124.921875,124.625
2017-01-11,124.734375,124.78125,125.203125,124.578125
2017-01-12,124.875,124.765625,125.328125,124.75
2017-01-13,124.65625,124.875,125.3125,124.34375
2017-01-17,125.25,124.703125,125.421875,124.6875
2017-01-18,124.328125,125.234375,125.28125,124.3125
2017-01-19,124.046875,124.3125,124.484375,123.859375
2017-01-20,124.203125,124.0625,124.296875,123.78125
2017-01-23,124.84375,124.171875,124.984375,124.15625
2017-01-24,124.25,124.859375,124.9375,124.203125
2017-01-25,123.890625,124.296875,124.390625,123.734375
2017-01-26,123.96875,123.921875,124.015625,123.5625
2017-01-27,124.140625,123.96875,124.1875,123.796875
2017-01-30,124.109375,124.203125,124.359375,124.0625
2017-01-31,124.4375,124.140625,124.671875,124.0625
2017-02-01,124.328125,124.453125,124.46875,123.90625
2017-02-02,124.328125,124.3125,124.703125,124.234375
2017-02-03,124.46875,124.34375,124.828125,124.09375
2017-02-06,124.984375,124.421875,125.015625,124.40625
2017-02-07,125.03125,124.9375,125.3125,124.75
2017-02-08,125.46875,125.046875,125.5625,124.984375
2017-02-09,124.90625,125.484375,125.484375,124.84375
2017-02-10,124.78125,124.921875,124.921875,124.625
2017-02-13,124.546875,124.734375,124.75,124.4375
2017-02-14,124.21875,124.546875,124.625,123.96875
2017-02-15,124.03125,124.203125,124.265625,123.765625
2017-02-16,124.46875,124.0,124.53125,123.953125
2017-02-17,124.765625,124.4375,124.90625,124.34375
2017-02-21,124.671875,124.6875,124.796875,124.390625
2017-02-22,124.78125,124.671875,124.984375,124.4375
2017-02-23,125.15625,124.78125,125.15625,124.734375
2017-02-24,125.625,125.15625,125.671875,125.078125
2017-02-27,125.15625,125.640625,125.640625,125.109375
2017-02-28,124.8125,125.15625,125.359375,124.671875
2017-03-01,124.328125,124.796875,124.796875,124.171875
2017-03-02,124.171875,124.296875,124.359375,123.9375
2017-03-03,124.234375,124.125,124.25,123.875
2017-03-06,124.15625,124.140625,124.4375,124.109375
2017-03-07,123.984375,124.15625,124.21875,123.984375
2017-03-08,123.703125,124.03125,124.09375,123.5
2017-03-09,123.34375,123.65625,123.75,123.34375
2017-03-10,123.6875,123.34375,123.8125,123.3125
2017-03-13,123.375,123.671875,123.8125,123.359375
2017-03-14,123.53125,123.390625,123.671875,123.328125
2017-03-15,124.390625,123.671875,124.453125,123.5625
2017-03-16,124.109375,124.40625,124.484375,124.109375
2017-03-17,124.40625,124.140625,124.546875,124.125
2017-03-20,124.6875,124.40625,124.6875,124.40625
2017-03-21,125.03125,124.6875,125.046875,124.484375
2017-03-22,125.09375,124.984375,125.28125,124.96875
2017-03-23,124.328125,124.453125,124.625,124.1875
2017-03-24,124.390625,124.328125,124.59375,124.21875
2017-03-27,124.625,124.421875,124.921875,124.421875
2017-03-28,124.265625,124.640625,124.828125,124.265625
2017-03-29,124.640625,124.28125,124.65625,124.203125
